bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9,arc10,arc11,arc12,malo1,malo2,malo3,malo4,malo5,malo6,malo7,malo8,malo9,malo10,malo11,malo12,sfpq1_1,sfpq1_2,sfpq1_3,sfpq1_4,sfpq1_5,sfpq1_6,sfpq1_7,sfpq2_1,sfpq2_2,sfpq2_3,sfpq2_4,sfpq2_5,sfpq2_6,sfpq2_7,sfpq3_1,sfpq3_2,sfpq3_3,sfpq3_4,sfpq3_5,sfpq3_6,sfpq3_7,mwd1,mwd2,mwd3,mwd4,mws1,mws2,mws3,mws4,eese1,eese2,eese3,eese4,eese5,eese6,eese7,eese8,eesi1,eesi2,eesi3,eesi4,eesi5,eesi6,eesi7,eesi8,tas5,tas13,tas21,tas30,tas37,tas45,tas53,tas60,tas68,tas73,tas81,tas90,tas99,tas108,tas116,tas123,tas131,tas141,tas149,tas156,tas165,tas173,tas182,tas189,tas197,tas208,tas215,tas223,tas231,tas238,tas249,tas257,tas265,tas273,d_eng,d_age,d_gender,attn1b,attn1b_8_TEXT,attn2,ARCES,MAASLO,SFPQT,MWS,MWD,IF,EF,TAS,extra,agree,consci,neurot,open
1,4,5,4,4,1,2,5,4,5,1,5,5,5,4,1,1,5,5,5,1,4,4,3,3,1,2,3,4,5,1,4,5,2,1,1,4,5,5,4,4,4,4,5,2,3,2,1,3,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,4,5,1,1,4,3,3,4,3,4,3,3,2,4,4,3,3,2,3,5,4,5,3,4,3,5,6,7,5,4,2,3,5,4,5,4,3,4,4,5,5,4,5,4,3,5,5,6,5,3,3,2,3,2,2,3,3,2,1,3,4,1,2,4,2,2,1,4,3,4,3,3,2,3,4,2,3,2,4,2,3,2,2,1,43,Female,8,I read the instructions,2,2.25,1.583333333,3.428571429,3.5,5.75,4.625,4.25,2.617647059,1,3.333333333,4.555555556,4,4
5,5,5,1,5,2,5,5,2,4,5,5,5,2,5,4,5,5,1,5,2,4,5,1,5,4,5,5,4,5,2,4,5,2,1,5,5,5,2,5,2,5,5,5,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,5,5,5,5,5,4,3,5,5,5,5,5,4,4,4,5,4,5,5,1,4,5,2,2,1,2,1,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,2,4,3,2,1,2,1,1,3,3,3,3,1,3,3,3,2,1,3,2,3,2,2,2,1,2,1,2,1,3,2,2,1,3,1,40,Female,8,I read the instructions,2,1.416666667,1.25,4.428571429,1.5,3,7,6.75,2.147058824,3.625,4.777777778,5,1.875,4.2
2,2,4,4,3,1,2,2,1,4,1,4,4,2,1,1,4,1,2,4,2,2,1,1,2,2,2,2,4,4,4,3,4,1,4,2,4,3,1,2,4,2,2,2,2,2,4,2,2,3,4,3,2,4,3,3,1,4,1,1,4,4,1,4,5,4,4,1,2,4,2,3,2,3,1,3,3,2,3,2,3,2,4,4,4,3,4,4,4,5,6,5,4,5,5,5,5,3,4,3,3,3,3,3,4,2,3,4,3,3,3,4,4,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,29,MALE,8,I read the instructions,2,3.083333333,2.833333333,2.952380952,5,5,3.25,3.25,1.323529412,1.875,2.777777778,2.555555556,2,3
1,1,3,5,2,1,4,2,4,4,1,2,3,4,4,1,4,2,5,3,1,4,1,3,1,2,2,2,5,1,1,3,3,3,2,1,2,2,5,3,2,3,2,1,3,3,3,2,3,3,5,3,2,5,3,3,4,4,6,5,3,4,2,3,5,5,4,3,2,3,3,3,2,3,2,3,3,5,5,3,5,2,3,3,2,2,2,5,3,4,4,1,1,4,2,3,6,3,4,4,3,3,2,2,2,5,5,5,5,5,5,5,5,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,30,female,8,I read the instructions,2,3.416666667,4,3.047619048,3.75,2.5,5,2.875,1.176470588,1.125,2.777777778,2.222222222,4.25,2.3
5,2,5,1,4,5,5,5,4,5,4,4,5,4,3,4,2,5,5,5,5,2,5,3,4,5,5,5,4,5,5,5,5,4,2,5,4,5,4,5,5,5,4,4,2,3,2,2,3,2,2,3,2,3,3,2,2,3,4,1,2,2,2,2,2,4,3,1,3,4,5,4,4,4,3,2,3,4,4,3,4,2,4,4,5,4,3,4,4,6,5,5,5,4,3,6,3,5,4,5,3,4,5,3,5,5,5,4,3,5,3,4,4,2,3,3,2,1,3,2,1,1,1,1,3,1,2,3,2,1,1,1,2,2,1,3,2,1,3,1,2,2,4,1,3,1,3,1,52,Female,8,I read the instructions,2,2.666666667,2.333333333,3.666666667,4,5.25,4.125,4.25,1.911764706,4.75,3.777777778,4.888888889,3.625,4.2
3,4,4,2,3,4,4,4,3,4,3,4,4,3,3,3,4,4,3,3,3,4,4,2,3,4,4,4,3,3,3,4,4,3,2,4,4,4,3,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,5,5,3,5,5,5,5,5,5,5,6,5,5,5,5,5,2,3,3,3,2,2,3,1,2,1,1,2,1,1,2,2,1,2,3,2,3,3,2,1,1,2,1,2,3,3,2,3,1,3,1,40,male,8,I read the instructions,2,2.166666667,2.083333333,3.80952381,3,3.5,5.125,4.75,2.029411765,3.375,4,4,2.75,3
4,5,5,1,5,4,5,5,2,5,5,5,5,2,5,5,5,5,2,5,5,5,5,1,5,3,5,5,1,2,5,5,5,1,5,5,5,5,1,4,3,5,4,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,3,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,4,4,2,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,35,male,8,I read the instructions,2,1.416666667,1.166666667,3.619047619,1,1.75,4,5,1.205882353,4.5,5,4.888888889,1.375,4
2,4,4,4,4,1,4,2,4,5,2,5,5,4,5,2,1,2,5,5,1,4,4,4,2,2,2,5,4,2,1,5,4,5,2,2,5,4,5,4,1,5,2,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,5,4,3,3,3,4,4,3,3,2,4,4,4,3,4,4,3,5,4,4,3,3,4,4,5,5,4,4,5,5,5,4,4,5,4,5,5,4,4,4,5,5,4,3,4,4,5,4,2,2,3,3,2,3,3,2,2,3,3,3,1,2,3,2,3,3,3,2,3,3,3,2,2,3,3,2,2,2,2,3,3,3,1,35,Female,8,I read the instructions,2,3.083333333,3.75,3.571428571,4.75,4.5,4.25,4.375,2.529411765,1.625,3.888888889,3.555555556,4.375,3.2
1,3,4,4,4,2,5,4,4,5,2,5,4,4,5,1,4,1,5,5,1,4,4,3,4,1,5,4,4,3,1,4,4,3,4,2,4,2,4,5,4,4,2,2,4,4,3,4,3,3,3,4,3,5,4,3,2,1,3,1,1,1,2,3,4,5,1,1,2,3,2,4,4,2,3,1,2,4,4,4,4,4,1,4,3,3,4,4,4,7,6,6,6,7,6,5,6,2,3,2,3,2,1,2,1,2,2,1,2,2,2,3,2,1,3,1,2,3,3,3,3,3,3,1,2,1,1,2,2,1,2,2,2,1,3,3,1,2,1,1,2,3,1,1,4,1,2,1,31,male,8,I read the instructions,2,3.916666667,2.083333333,3.142857143,6,6.25,2,2,1.970588235,1.375,4.222222222,3.222222222,3.875,4.1
3,5,5,1,4,2,4,1,1,5,4,5,5,1,4,3,4,5,1,5,2,5,5,1,4,3,5,5,2,5,3,5,5,1,3,2,5,5,1,5,5,5,5,5,2,3,2,2,3,3,2,2,2,3,2,2,1,1,2,1,1,1,1,2,3,2,1,1,3,4,4,5,4,3,4,3,4,5,5,3,3,3,3,4,3,3,3,4,5,5,5,5,5,2,1,1,1,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,1,3,3,3,1,3,1,1,1,1,1,3,1,2,3,2,2,3,2,2,3,2,4,2,2,3,2,3,4,3,2,2,1,3,1,42,female,8,I read the instructions,2,2.5,1.416666667,3.714285714,1.25,5,5.125,5.25,2.205882353,2.75,4.777777778,4.555555556,1.125,4.5
5,5,5,1,5,1,4,5,1,5,5,5,5,1,5,4,5,5,1,4,5,1,5,1,1,4,4,5,1,5,2,5,5,1,5,5,5,5,1,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,3,1,1,2,4,4,4,4,4,5,5,4,2,1,5,5,5,4,5,4,5,4,5,4,4,1,2,3,1,1,1,1,1,6,7,6,5,6,5,6,6,5,5,6,4,5,6,5,5,1,4,3,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,30,male,8,I read the instructions,2,1.166666667,1.5,4.142857143,1,1.75,5.125,5.875,1.352941176,3.875,4.333333333,5,1,4.4
5,5,5,1,5,4,5,5,1,5,4,5,5,2,4,4,4,5,2,5,4,5,4,2,5,4,5,5,4,5,5,5,5,2,2,5,5,5,1,5,5,5,4,5,2,2,3,2,3,2,2,2,2,3,2,3,1,1,2,1,2,1,5,1,3,3,1,1,3,4,4,5,5,5,5,3,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,7,7,7,7,7,7,7,7,6,7,6,6,7,7,6,6,2,4,4,4,3,3,4,4,4,3,1,4,1,4,4,4,4,4,4,4,4,4,4,2,1,4,1,2,4,3,3,4,1,3,1,56,Female,8,I read the instructions,2,2.5,1.833333333,4.428571429,4.75,4.75,6.375,7,3.205882353,4.375,4.888888889,4.777777778,1.875,4.6
4,3,4,2,2,3,4,4,2,2,5,3,5,2,4,4,5,5,4,4,3,5,5,5,3,2,4,5,2,1,4,5,2,1,3,5,5,2,1,2,2,2,4,5,4,2,2,3,3,4,3,4,3,4,2,4,3,2,1,2,3,4,5,5,5,2,1,5,5,1,1,1,2,3,3,5,2,2,2,4,3,4,5,2,2,4,3,5,3,4,5,4,6,5,5,2,3,7,7,4,3,4,3,7,7,6,7,6,6,4,3,7,7,2,3,3,2,4,4,3,3,2,3,4,3,3,4,3,3,3,2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,1,4,1,33,Female,8,I read the instructions.,2,3.5,3.166666667,2.952380952,3.75,4.75,5.75,5.25,2.941176471,3.75,4,4,2.375,2.8
5,5,5,1,4,5,5,5,1,5,5,5,5,1,4,5,5,5,1,4,5,5,5,1,4,4,5,5,1,1,4,5,5,1,1,5,5,5,1,4,1,5,5,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,3,1,1,4,4,3,4,3,3,3,3,4,4,4,4,4,3,4,5,5,5,3,3,4,4,4,5,3,3,2,4,2,5,5,5,6,5,5,5,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,35,Female,8,I read the instructions,2,1.583333333,1.333333333,3.761904762,2.75,4,4,5.125,1.176470588,4.75,5,5,1,2.9
3,3,5,5,4,2,4,3,3,5,1,4,5,3,5,1,3,3,5,5,3,1,2,3,4,3,2,4,3,5,3,4,4,3,4,1,3,3,3,4,5,3,4,3,4,2,3,2,4,3,2,3,2,3,2,2,3,5,4,5,3,2,1,2,6,6,2,1,1,3,3,4,4,3,3,4,3,3,5,2,2,3,3,3,2,3,2,3,3,6,7,3,7,6,1,7,4,5,5,4,4,4,4,4,5,4,3,4,3,4,3,4,5,2,2,3,3,1,1,3,2,2,3,1,3,1,3,1,2,2,3,4,4,3,3,2,1,3,4,3,2,2,4,2,4,2,1,1,28,Genderqueer,8,I read the instructions,2,2.916666667,3.333333333,2.952380952,4.5,5.75,3.75,4.375,2.411764706,2.125,3,3.666666667,3.5,4.4
3,3,4,4,4,2,2,2,3,3,4,2,3,2,3,3,4,2,3,4,2,4,4,2,4,3,3,3,2,3,3,2,4,3,4,3,4,2,4,2,2,3,4,2,2,2,4,3,4,2,3,3,2,3,4,4,3,5,4,4,2,4,4,3,5,3,2,5,3,2,4,4,5,2,4,3,2,4,3,4,3,4,3,2,4,4,5,3,4,3,4,5,5,2,4,5,3,5,2,5,6,3,5,3,6,5,7,5,3,5,4,3,5,3,2,3,3,3,2,2,2,4,2,3,4,3,3,2,2,2,4,3,3,2,3,3,3,3,2,3,3,2,3,3,4,2,3,1,23,male,8,I read the instructions,2,3.25,3.666666667,3.428571429,3.5,4.25,4.625,4.375,2.764705882,2.875,3,3.111111111,2.875,3.1
5,2,4,5,4,5,5,2,5,4,3,3,2,4,4,4,1,2,5,5,4,1,3,5,2,5,2,2,4,5,5,4,3,2,2,4,3,4,5,4,2,4,2,5,4,4,4,2,3,4,3,5,5,4,3,4,4,6,5,5,4,6,5,5,4,5,6,3,3,4,4,4,5,5,5,3,3,4,4,4,5,4,3,4,4,5,3,3,4,5,6,5,6,6,6,7,6,7,7,6,5,5,7,6,7,6,5,6,5,6,6,7,7,4,4,3,4,4,4,4,4,2,2,3,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,50,male,8,I read the instructions,2,4.166666667,4.833333333,3.952380952,6.25,5.5,6,6.25,3.647058824,4.375,2.777777778,2.666666667,4.375,3.7
1,2,4,4,3,1,4,4,5,5,1,5,4,5,3,2,3,4,5,5,1,1,2,4,4,1,2,4,4,5,1,5,5,2,1,1,5,2,5,5,5,2,2,3,3,5,3,2,5,4,4,3,3,5,4,2,1,4,5,6,3,3,5,4,5,4,3,1,2,3,3,4,2,3,1,3,4,4,5,3,4,1,4,4,3,4,3,5,4,7,7,7,7,7,4,7,7,3,3,2,2,1,2,2,2,4,6,5,4,5,5,5,4,2,2,3,3,1,3,4,1,1,2,1,3,1,3,3,1,4,2,1,3,1,1,4,1,4,4,2,2,3,2,1,3,2,3,1,24,Male,8,I read the instructions,2,3.833333333,3.666666667,3.285714286,6.25,7,4.75,2.125,2.264705882,1.125,3.222222222,3.444444444,4.25,3.9
2,4,5,1,2,1,4,2,2,3,3,4,5,3,2,2,5,2,2,3,1,4,2,2,2,2,5,5,2,5,1,5,4,3,1,2,5,4,2,3,5,4,3,4,2,3,3,2,2,2,3,3,3,3,3,3,2,2,4,3,2,3,4,4,2,3,2,3,4,4,4,5,4,4,4,4,4,4,5,3,4,3,4,4,4,5,4,3,4,4,4,3,3,3,1,2,3,6,6,7,6,6,7,6,6,4,5,6,4,5,5,5,4,2,3,4,2,2,4,2,2,2,1,2,3,1,2,4,3,2,2,2,3,2,3,3,2,3,3,1,2,2,4,2,3,1,4,1,61,Female,8,I read the instructions,2,2.916666667,2.833333333,4,2.25,3.5,4.75,6.25,2.441176471,1.75,4.444444444,3.555555556,2.125,3
5,5,5,1,4,2,5,5,4,5,2,5,5,4,5,4,5,5,5,5,5,2,5,4,2,1,5,5,1,4,5,5,5,4,1,5,5,4,4,4,4,5,5,2,3,3,3,1,3,3,3,3,1,3,3,3,1,3,1,1,1,1,1,1,4,4,2,1,4,3,3,3,5,5,5,2,4,5,5,5,5,5,5,2,5,5,5,5,5,4,4,4,4,3,1,3,3,4,4,4,4,7,3,7,7,5,5,5,5,5,5,5,5,2,1,4,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,1,1,2,1,1,4,1,51,Female,8,I read the instructions,2,2.916666667,1.75,4.333333333,2.5,4,5,5,1.676470588,3.625,4.666666667,4.888888889,3.375,3.6
3,4,4,3,4,3,4,3,3,5,3,5,4,3,4,4,4,3,4,5,3,4,3,3,4,3,4,4,3,5,3,5,4,3,4,3,4,4,3,5,4,5,2,1,3,4,3,3,3,5,3,3,3,3,4,3,2,3,3,1,3,3,3,3,4,4,3,3,2,4,3,4,3,3,3,2,4,3,3,3,3,2,3,3,3,3,3,3,4,5,7,7,7,5,5,5,5,4,4,3,3,3,3,4,4,4,4,3,4,4,3,4,4,3,3,3,4,2,4,2,3,2,1,2,3,2,2,3,3,2,3,3,3,3,3,3,1,2,3,1,3,3,3,2,3,1,3,1,54,female,8,I read the instructions,2,3.583333333,2.916666667,3.047619048,5,6.5,3.75,3.5,2.558823529,3.125,4.333333333,3.444444444,3.125,4.1
4,1,5,4,4,2,4,2,2,4,1,4,5,2,2,2,4,5,5,4,2,1,2,3,2,4,2,4,3,5,2,5,5,1,1,3,4,2,2,2,2,5,2,3,4,5,2,3,4,3,4,2,2,4,3,4,2,1,4,2,2,1,5,3,4,5,2,1,3,4,4,5,3,4,4,3,4,5,5,5,5,3,3,3,3,2,5,5,5,7,6,5,6,4,5,5,5,5,4,3,3,6,5,4,4,5,4,2,2,4,5,3,4,2,3,2,2,2,1,1,2,2,2,1,2,2,3,2,2,1,2,1,2,1,2,3,3,2,3,3,3,2,3,2,3,2,3,1,26,Female,8,I read the instructions,2,3.5,2.666666667,3.952380952,4.75,6,3.625,4.25,2.117647059,2.5,3.333333333,3.555555556,2.75,2.9
3,4,4,2,4,3,4,4,2,4,3,5,5,2,4,4,4,5,2,4,2,4,4,1,4,3,3,5,2,5,3,5,4,2,2,2,4,4,2,4,5,4,4,5,1,2,1,2,2,3,2,2,1,3,4,3,2,2,2,2,3,2,3,4,4,4,3,3,3,3,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,5,6,4,4,2,2,5,1,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,5,1,3,1,2,1,4,4,2,1,1,1,3,1,1,4,1,2,2,1,2,4,3,1,1,3,3,2,2,1,2,1,2,1,3,1,40,male,8,I read the instructions,2,2.333333333,2.833333333,3.666666667,2.5,4.75,5.75,5.875,1.970588235,2.875,4.111111111,4.333333333,1.875,4.1
1,2,3,5,4,1,3,2,4,5,1,3,3,4,5,1,2,3,5,5,1,2,2,4,4,1,2,2,4,3,1,2,3,4,3,1,2,2,5,4,3,3,3,3,2,2,4,2,3,4,4,4,2,3,5,3,4,5,6,4,6,5,5,6,5,5,5,1,3,2,2,4,2,2,2,3,2,2,4,2,2,2,3,2,2,4,2,2,2,6,6,6,6,6,5,5,6,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,46,male,8,I read the instructions,2,3.5,4.75,2.428571429,5.5,6,3,3,1.441176471,1,2.333333333,2.555555556,4.375,3.9
4,4,4,2,3,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,4,5,3,2,5,4,3,5,4,5,4,4,1,4,5,4,4,4,5,4,4,5,2,3,3,2,4,3,4,2,2,3,2,3,1,3,4,1,2,3,3,2,4,5,3,1,3,4,4,4,3,3,4,2,3,4,3,3,4,2,4,5,4,4,4,4,5,7,6,6,5,5,4,6,5,5,5,5,4,5,5,5,6,4,4,4,3,3,4,5,5,2,3,3,2,1,3,2,2,1,1,1,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,1,3,2,3,1,3,2,42,Female,8,I read the instructions,2,2.916666667,2.666666667,3.619047619,5,6,4,5,2.058823529,3.875,4.333333333,4,3.875,3.7
5,5,5,1,4,5,5,5,1,5,4,4,5,1,1,5,5,4,1,5,5,5,4,1,4,5,5,5,1,4,5,5,4,1,2,5,4,5,1,4,5,3,5,1,2,2,1,1,1,2,3,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,3,5,3,5,5,4,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,5,1,3,3,3,2,2,2,1,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,3,1,2,2,1,4,4,3,1,1,1,2,1,4,3,3,1,1,3,2,1,3,4,1,2,4,1,3,1,3,3,3,1,4,1,62,Female,8,I read the instructions,2,1.833333333,1.333333333,4.571428571,1.75,2.5,6.125,6.125,2.264705882,4.875,4.555555556,4.666666667,1,3.5
1,3,4,4,3,1,4,2,2,4,2,4,4,2,3,2,4,4,2,4,1,4,4,2,3,1,2,4,3,4,1,4,4,2,4,1,3,4,2,4,4,4,2,4,4,4,3,4,4,4,4,3,4,4,3,5,4,5,4,4,4,5,3,4,4,5,4,3,3,3,3,4,3,4,3,3,3,4,4,3,4,3,3,3,3,4,2,2,4,6,5,6,6,5,6,5,6,3,3,5,2,3,3,2,2,2,6,5,2,2,2,3,2,3,2,3,3,1,3,3,1,1,1,1,3,2,3,4,2,1,2,3,1,1,1,3,1,1,4,1,2,1,1,2,2,1,3,2,55,male,8,I read the instructions,2,4.083333333,4.083333333,3.238095238,5.5,5.75,3,2.875,1.970588235,1.25,3.555555556,3.555555556,2.375,3.7
1,4,3,2,4,1,3,4,2,3,2,3,5,1,3,2,3,4,1,4,1,3,1,1,4,2,3,2,1,3,2,4,4,2,3,2,4,5,3,4,2,4,4,2,3,3,2,2,3,1,4,3,1,1,2,2,2,2,3,2,3,3,4,3,4,3,3,2,2,3,3,4,2,5,2,2,4,4,5,1,5,1,3,4,2,3,5,5,4,6,6,4,5,4,1,6,5,6,6,6,6,6,6,6,6,3,6,5,4,5,5,6,5,2,2,3,4,1,2,3,1,1,1,1,3,1,3,1,1,1,1,3,2,2,4,2,1,1,2,1,2,3,1,1,3,1,1,1,23,male,8,I read the instructions,2,2.5,2.833333333,3.285714286,4,5.25,4.875,6,1.823529412,1.625,3.444444444,3.555555556,1.625,3.2
5,4,5,1,4,4,4,4,1,5,5,4,5,3,5,4,4,3,1,5,5,5,5,1,4,5,5,5,3,3,5,4,5,1,4,5,4,5,1,4,3,4,4,3,2,2,1,1,3,2,1,3,1,1,2,2,1,2,2,1,2,3,2,2,1,1,2,1,3,4,5,5,5,4,5,1,4,5,5,2,2,3,5,3,4,3,2,4,5,1,2,1,1,1,1,3,2,7,6,7,5,7,7,7,6,7,6,7,7,6,6,7,7,3,2,1,3,3,2,1,2,2,1,2,2,1,3,3,4,1,2,2,2,1,2,1,2,1,1,2,2,3,3,1,1,1,1,1,30,male,8,I read the instructions,2,2,1.666666667,3.761904762,1.75,1.25,6.625,6.5,1.882352941,4.75,4.222222222,4.555555556,1.5,4
2,4,5,4,5,4,4,2,4,5,2,2,5,4,4,4,4,2,4,5,2,5,2,4,4,2,2,4,5,5,1,4,5,2,5,1,2,4,4,5,5,3,4,5,3,2,3,1,2,3,4,3,2,2,3,2,4,3,5,3,5,4,6,5,5,5,5,1,3,4,5,5,4,4,4,1,1,4,4,4,4,1,4,2,5,5,5,5,5,6,5,3,2,5,6,3,5,6,7,5,6,6,4,6,7,5,4,4,5,6,4,5,4,3,4,4,3,2,3,3,1,1,1,1,3,3,4,1,2,1,3,2,2,1,2,1,2,1,1,1,3,1,1,1,3,1,2,1,25,Male,8,I read the instructions,2,2.75,4.25,3.761904762,4.75,4,4.625,5.875,2,2.25,3.333333333,3.666666667,3.875,4.8
4,4,4,3,1,2,4,2,4,4,3,5,5,5,1,3,5,2,4,3,2,4,3,2,1,1,5,4,5,1,2,5,4,1,1,3,5,3,5,2,1,5,2,1,3,4,3,2,5,4,4,4,3,4,5,3,2,3,3,4,3,3,3,3,4,3,4,3,3,3,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,4,3,3,4,5,4,4,4,5,6,5,5,5,4,5,4,4,5,4,4,4,5,5,4,5,4,5,6,1,1,2,2,1,4,1,2,1,1,1,3,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,1,1,3,1,2,2,3,1,69,Female,8,I read the instructions,2,4,3.166666667,3.476190476,5.25,4.25,4.75,4.375,1.647058824,2.5,4.666666667,3.222222222,3.625,1.6
1,5,5,4,4,1,4,5,1,5,1,5,5,2,4,1,2,5,1,4,1,1,4,1,4,2,3,4,4,5,1,4,5,1,3,1,5,4,1,4,4,1,5,3,1,2,2,1,3,2,3,2,1,2,2,1,2,2,2,1,1,2,1,1,3,2,1,1,3,2,5,5,3,3,2,2,2,5,5,3,4,2,3,2,4,4,4,3,3,1,2,2,2,1,1,5,1,5,6,6,5,5,5,5,5,5,6,6,5,6,5,6,6,3,2,2,3,1,4,2,2,1,1,1,3,2,1,2,1,2,1,1,2,3,2,4,1,1,3,1,2,2,3,1,3,1,3,1,49,male,8,I read the instructions,2,2,1.583333333,3.285714286,2,1.75,5.625,5.25,1.970588235,1.125,3.333333333,4.666666667,1.875,4
5,4,5,3,5,5,4,3,2,5,3,4,5,4,5,4,3,4,1,4,4,5,3,2,5,4,2,4,4,5,3,4,5,2,3,4,5,2,1,5,5,5,3,5,2,2,2,2,3,3,3,2,1,3,2,2,2,4,2,3,2,3,3,2,5,4,2,2,3,5,4,5,5,4,3,4,5,5,5,2,5,2,4,5,2,2,1,4,5,7,7,6,6,6,5,5,6,3,6,6,3,4,5,5,6,6,5,6,6,6,6,5,5,2,3,2,2,1,2,3,1,1,2,1,2,3,1,3,2,2,2,3,3,2,2,3,1,3,4,2,1,1,3,1,3,1,2,1,33,female,8,I read the instructions,2,2.416666667,2.833333333,3.80952381,5.5,6.5,5.625,4.75,2.058823529,4,4,3.777777778,2.375,4.7
2,2,5,2,4,4,3,4,4,5,3,3,5,4,3,2,4,4,2,4,3,4,4,4,4,4,2,4,4,3,4,3,4,3,4,2,2,5,2,4,2,3,4,2,3,3,2,3,3,3,3,3,2,3,3,2,4,2,2,4,2,2,3,2,2,2,2,2,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,2,2,1,2,1,1,1,1,1,2,1,1,3,2,2,1,2,1,3,3,1,1,1,3,1,2,1,2,1,2,1,1,1,60,man,8,I read the instructions,2,3,2.416666667,3.80952381,5,5,4.875,5,1.558823529,3,2.888888889,4.333333333,3.125,3.5
3,5,4,1,4,2,5,2,2,4,3,5,4,3,3,4,5,1,2,4,1,5,2,2,4,4,5,3,3,3,4,5,4,3,2,3,5,3,3,4,4,5,1,2,3,2,3,2,5,4,3,4,2,4,3,4,3,3,5,5,4,3,4,5,4,4,4,2,3,3,2,4,3,3,3,1,2,1,4,1,1,1,4,4,3,4,4,4,5,6,5,5,5,6,3,5,3,5,5,5,5,6,6,5,5,4,3,5,5,5,4,4,6,2,1,1,2,2,1,3,1,3,1,2,1,1,1,1,1,2,2,3,2,1,3,1,1,1,1,1,3,2,4,1,3,1,2,2,33,Male,8,I read the instructions,2,3.583333333,3.833333333,2.857142857,4.25,5.25,4.5,5.25,1.705882353,3,5,2.666666667,2.375,3.4
